downstream_packets,downstream_bytes,upstream_packets,upstream_bytes
1609,836432,2314,24744768
1870,4329448,2219,23103584
2203,4001616,2717,28309536
1711,895200,2370,25285936
2414,2712240,3109,32628208
1570,796448,2280,24378592
1852,979064,2715,29239936
1628,847160,2557,27828344
1765,935856,2966,32765824
2063,1533760,2833,30981176
2907,2768720,3709,40604144
1715,1498840,2537,27431992
2556,2523424,3848,42401168
1751,1673344,2984,32916056
1657,852976,3437,38574504
1932,1394536,3585,39568632
2033,2402672,3163,34013552
1848,1939992,2815,29968832
1747,992536,2855,31008816
1942,952496,3009,33077392
1795,1195552,3052,33532736
2258,1202848,6514,74171392
1767,2175304,7529,86421416
1239,2163120,6417,73584712
868,3333544,4626,52585096
1041,2988680,5716,65488320
732,2607072,5177,59363480
739,2552080,3809,43472568
1366,2761960,4794,54562056
1119,2784256,4363,49518552
1237,2689968,4018,45880064
1791,13260840,4722,50437200
1262,3040232,3670,41414128
1464,4447848,4156,46613024
1407,4510664,4398,49452696
1348,3091960,3128,34874808
NaN,NaN,NaN,NaN
1417,2916160,4438,49956640
1021,1549040,3178,35986792
792,1926512,3381,38408704
705,1079632,2631,29855680
676,550840,3059,34797344
940,1563664,2747,30769544
629,810432,2448,27550216
1296,1097808,3531,40323616
1624,4824776,3858,42527656
1891,5302528,3901,42535536
1435,3940752,3272,35540552
1651,3904176,3453,37894288
1280,4394856,2521,26365632
1288,5054480,2689,27834936
1089,1642880,2914,32685800
973,1535296,3342,38001856
725,1112640,3124,35027360
1279,1461520,4019,45651112
1114,1236904,2938,33062928
780,1080456,1943,21564104
1082,962040,2500,28223120
1604,1303600,2882,32497392
1442,1109696,3156,35838904
1446,1434640,3633,41497096
1910,1630840,4200,47758304
2323,2088064,4286,48753760
3424,2169352,5456,61931136
2896,1857920,5086,57770944
1715,1252128,3089,34872632
1361,1450992,3524,40080448
1242,1284760,3189,36259224
935,1325816,2675,30203264
1041,1812424,3233,36880560
758,1151360,2004,22918616
874,1066056,2085,23474416
609,971184,2176,24677752
984,1348552,2080,23398776
528,1006360,2252,25445160
1296,1188880,3021,34556584
NaN,NaN,NaN,NaN
1328,1776432,2753,31361816
684,935200,1739,19374984
900,2240656,2129,23883672
956,2216344,2298,25662360
1321,1250688,2380,26763552
818,1070608,1146,12549896
1412,1429552,2042,22799160
1355,1257032,1979,22214040
725,1012104,1001,10878400
1160,2068536,1545,17135480
736,1881840,1317,14567952
900,2211768,1660,18399256
609,1017240,1229,13671128
932,1016216,1504,17121304
839,1987096,1200,13314744
866,1465408,1380,15264552
961,1456408,1556,17277600
990,2474360,1428,15589360
864,1725400,1289,14234008
843,507312,1422,16111136
1969,1967584,2964,33449600
1204,2580616,1796,19986792
812,2275080,1189,13065712
563,1087920,1060,11834872
1163,875104,2918,32846776
1121,2199088,5056,55343152
1550,1839112,5784,63890624
1143,1978280,4936,54137320
1797,1732648,5944,65831376
889,1114992,2879,31611480
520,556336,986,10822800
362,625440,544,5841416
638,2571480,758,7662048
476,1186448,630,6658936
539,1228976,800,8557584
460,1205696,639,6647752
829,1099008,1245,13700616
432,464784,692,7644912
518,379432,879,9682168
869,2443112,1178,12259448
1769,1602488,2757,30507000
931,1182296,1412,15124400
1133,1200840,1777,19388656
NaN,NaN,NaN,NaN
1524,1219840,2299,25419920
829,1167808,1276,13443416
1247,1370760,1908,20787888
783,1136608,1151,12079920
884,1157976,1295,13424064
802,1115080,1173,11919352
1017,1358280,1530,16152296
1009,1035576,1505,16069600
1082,744568,1701,18644208
1696,2130856,2928,32199688
1225,2387520,1809,19447752
932,1427720,1349,14202264
1502,1774192,2650,29627120
973,2128840,1615,17839760
908,1237024,1760,19642696
2345,1793304,4204,47959896
1780,1028688,2365,27008904
1687,2033064,2067,23488744
1607,1095328,2064,23465712
1628,1285976,2061,23335984
1592,2184960,1858,20463728
1461,1566784,1768,19521304
1334,1087592,1683,18680704
1111,507408,1426,16194752
1393,1874736,1624,17813048
1230,1121240,1473,16486856
1396,2333176,1616,17879144
1386,2505536,1523,16855416
1285,1863136,1431,16004704
1558,3666232,1630,17925392
1333,2920184,1434,15981584
1246,2721840,1262,13966328
1411,2945264,1524,16676144
1429,1851728,1692,18879488
1462,1466488,1654,18476576
1292,1438624,1380,15619280
1210,2062992,1318,14258648
1160,1913784,1325,14620704
1468,1360912,1983,22319712
1580,1344280,2571,28835184
2143,1825848,3950,45190840
2999,2000472,5017,57559744
NaN,NaN,NaN,NaN
2926,2259472,4730,54128320
2823,2655944,4192,47767680
2276,2773968,3227,36502352
2111,2496776,3281,37075744
2174,2164264,3319,37544056
2120,1718544,3228,36680864
2275,2658616,3463,39160240
2498,2361584,3879,43987688
2479,2295568,3983,45005272
2248,2122752,3606,40826656
2235,3897216,3343,37104720
2622,11281488,3280,32288808
1851,1508336,3051,34398784
2547,1659952,3905,44591432
2574,1787928,3756,42652472
2300,1654856,3101,35121872
2147,1949000,3112,34726320
2333,1764408,3288,37515960
2107,2133680,3034,34533664
2060,1584816,2857,32589048
1902,1531168,2364,26998376
1775,1490392,2105,23902000
1735,1335344,2091,23774120
1774,913832,2155,24732912
1676,1046016,1978,22576488
1835,5210376,1950,19893408
1572,2419120,1757,19603344
1450,974344,1714,19461440
1415,878104,1661,18805928
1792,997056,3710,42526848
1806,3257392,4609,51796952
2051,4973008,4076,45141488
2017,3482032,3715,41663560
1602,3340144,2074,22499344
1575,3279224,1828,19576344
1617,3426280,1737,18547776
1573,3304472,1671,17999056
1509,3503688,1564,17096696
1705,4967056,1690,18215672
1605,3350936,1702,18278776
1584,3212440,2140,23223424
1714,3363072,2025,22542632
1575,3017240,2179,24322520
1652,3148536,2117,23388320
NaN,NaN,NaN,NaN
1536,3114768,1713,18846208
2302,3475824,2553,28353552
2874,5366128,3167,33992472
2853,9225248,3003,29944064
2052,6646704,2559,26639464
1765,6102776,1865,18788992
2094,8648912,2003,19100024
1970,6106656,2077,21318032
1741,6941456,2059,20606296
2600,7364320,3167,33624352
2747,7500296,3459,36956576
2842,7198976,3837,41527440
3017,7005952,3883,42100320
3068,7702784,3874,41737896
3080,8086160,3869,41515440
3065,7675056,3948,42501272
2969,7368648,3872,41609040
2519,7043456,3047,32429640
988,5887296,1111,9926520
1699,7060240,2050,20526720
3132,7215536,4329,47336376
2204,6553072,2974,31659824
2164,6790104,2908,30909144
2264,6944936,3087,32739200
2295,7228400,3048,32535752
2362,7540920,3068,32449840
2473,7338848,3371,36153384
2375,7257512,3139,33109136
2324,7343240,3078,32457200
2326,7241392,3093,32790880
2350,7417960,3272,34734984
2090,5262344,2978,32120920
2890,14971496,3272,32760968
2777,13282688,3357,34184248
2689,13141160,3092,30887568
2655,13361360,2999,29890768
2582,13416656,2926,29093680
2765,13494048,3279,33910264
2803,13742480,3494,34123560
3039,13684312,3997,40023248
3020,13494760,3933,39949464
2939,13954792,3720,37351584
2249,7628000,3368,35405080
1728,5439088,2796,29392736
NaN,NaN,NaN,NaN
1581,5092272,2588,27290848
1822,5650760,2942,31011416
1792,6160520,2792,29098816
1744,6346224,2626,27093520
1814,5999968,2880,30287664
1808,6064728,2896,30497216
2145,6458088,3362,35644488
2031,6177448,3167,33558624
2258,6056744,3485,37503256
2023,7620632,2935,30939688
2179,11178376,2615,26282368
1824,6399312,2695,28261480
1975,6537544,2971,31215464
2468,6867448,4056,43178152
2436,6846448,3921,41845512
4226,7473344,5502,59831888
1984,6924208,2939,30497208
2137,6308424,3119,32827056
1525,4391784,2315,25001600
1934,5583880,2869,30896464
2512,5904832,3866,42343624
2318,6518568,3752,40661976
2330,6658752,3698,40046712
2562,6867552,4104,44651640
2118,5066280,3299,36194760
2103,5698864,3110,33725960
2294,6775408,3364,35968168
2681,6952112,4509,49361320
2674,7133456,4755,52141392
2799,7182144,4872,53431360
3091,7118776,5286,58421768
2722,7163016,4245,46123968
3095,7481040,5166,56862776
3142,7480528,5221,57614984
3453,7703328,5681,62985800
NaN,NaN,NaN,NaN
3058,5816224,5306,59437280
3439,7607760,5647,62575008
3281,7244568,5213,57411352
3139,7604704,4846,53007024
3531,8111240,5255,57647152
3204,7772352,4932,54059144
3198,7982792,4875,53154256
3248,7641168,4959,54304840
3321,7501048,5156,56753792
2919,7111064,4619,50575744
3051,7316000,4922,54177256
1933,6722944,2742,28681944
1359,6436704,1641,15854056
1325,6373456,1684,16335776
1160,6316240,1456,13722512
1079,6561792,1329,12006568
1627,9450272,1957,18199392
1679,7527184,3317,34659144
1633,10903144,1723,15722568
1091,6957552,1326,11645600
906,6131072,1087,9424248
963,6114456,1085,9204032
1349,6167424,1729,16357808
1352,6855200,1518,14014072
1359,9028552,1116,9259608
990,5345320,956,8268488
1103,5985128,1046,8996504
1083,6012008,1052,9028440
864,5186064,780,6358512
1055,5817504,1087,9548448
1307,5984768,1579,15106968
1367,6083656,1636,15894272
845,3965928,898,8405232
950,5568856,897,7484008
1064,5906464,1080,9405360
929,4906824,1080,9861240
1097,5869448,1300,11878216
1049,5634744,1318,12251456
1122,6739328,1284,11874504
1259,7901600,1114,9353128
952,6025384,858,6657432
1002,6011232,897,7272144
977,5844808,885,7255784
1177,6532680,1092,9325792
NaN,NaN,NaN,NaN
999,6228408,953,7860760
1126,5955056,1121,9871128
1183,5982624,1191,10665160
932,4119392,988,9321120
1279,7508104,1081,9611024
2558,24456024,1278,7411024
1984,20428264,1089,5900096
2099,20758976,1166,6220224
2283,21267008,1437,8991416
2194,19364792,1511,10686928
2048,19788968,1248,7477696
2588,21988272,1730,12416416
2846,21941776,2134,17351024
3277,21706064,2934,25586960
2625,21878416,2018,15847656
2266,20793192,1650,12210248
2453,21602256,1802,12813248
2153,21894792,1242,6762040
2751,22219800,2127,16578256
2183,21673104,1372,8606712
2266,19872064,1611,11769792
2695,21586568,2091,16595728
2801,20795944,2353,19801760
2203,19362408,1479,10118152
2002,20832560,986,3730296
2449,21189096,1556,10869064
1351,6850656,1317,11475968
985,6167688,959,7678128
947,5995912,903,7323536
1021,5443696,1124,10145696
1214,6264248,1391,13052824
1286,6066184,1760,16963624
1063,4332352,1330,13077328
1239,6326512,1382,12647960
961,5856208,996,8385672
961,5702392,1013,8662968
1076,5737512,1075,9370536
1053,5580832,1120,9694584
1055,6001480,1004,8320264
1160,6381048,1179,10187640
1022,7208720,822,5879304
818,6370248,596,3606304
1036,6382480,910,7387200
NaN,NaN,NaN,NaN
3791,6102496,4206,46799952
4475,7645192,4812,53389224
4340,7867864,5039,55783936
4338,7909432,5084,56163816
3596,9816344,3917,42285496
4595,10004472,4945,54342432
4270,13914840,4218,45135640
3496,7698488,3927,42504960
3794,7573808,4306,47312112
4005,8378008,4461,48798688
3599,8528832,4078,43946800
3416,7399320,3999,43422536
3241,6177664,3771,41828184
3518,9419072,3832,41867768
2907,8768432,3279,35188936
3189,12539432,3351,34999408
2749,6139560,3312,35835144
2464,6992304,2875,30640456
2749,8079416,3094,32922952
3385,8989400,3770,40185920
2885,8113624,3182,33419392
3140,6267808,3637,39630352
3186,5457752,3742,41528280
3652,13907224,3583,37598080
2986,6332280,3498,37862752
3006,6424368,4193,46283144
3859,9559064,7192,80189888
3176,7112072,5642,62405232
2471,5724304,2954,31839808
2492,6043424,2853,30744936
2836,11760168,2963,29337912
2841,7261328,3212,34440280
2862,6239704,3330,36331608
2689,6697768,3087,33267568
3036,10160184,3567,37333304
2584,6916400,3294,35500928
2313,6482360,2898,31103088
2519,7578784,2901,30798704
2548,8383784,2939,30603640
NaN,NaN,NaN,NaN
1808,4339152,2781,30408424
1825,4330504,2877,31517096
2060,4424440,2966,32675592
1945,4376176,2552,27789040
2280,4462376,2702,29742504
1974,4350896,2366,25800992
2590,4564040,2934,32323656
3585,4969464,4099,46091536
2331,4505864,2736,30012304
2984,4764976,3433,38159576
2920,4701768,3427,38195712
3179,4792112,3681,41260680
2809,4635312,3232,35955920
2799,4703824,3186,35450016
2930,4697928,3372,37646800
3056,4742672,3448,38514712
2809,4695000,3116,34531152
2941,4679488,3359,37465856
2554,4497688,2871,31701792
2871,4602016,3228,35927680
2864,4558760,3315,36777784
2687,4487312,3048,33532768
2821,4690752,3216,35548504
3275,4812752,3649,40694984
3251,4792800,3611,40362640
3429,4860496,3715,41578944
4302,5158160,4621,52252976
3997,5199952,4129,45943856
2632,4694648,2522,27191384
3928,5167560,4198,46916256
4857,5504408,5266,59615048
3074,4730520,3507,39197568
2501,4541544,2938,32616784
2005,4342104,2234,24253904
2730,4656208,3080,34247656
3050,4691368,3418,38298776
2112,4469608,2295,25048984
2315,4513448,2554,27966432
2886,4630680,3304,36951104
NaN,NaN,NaN,NaN
2992,4681456,3415,38257216
3176,4748984,3586,40239664
2894,4663600,3337,37258096
2541,4548752,2999,33137720
2837,4646120,3363,37464848
2979,4694504,3523,39432920
2991,4671736,3530,39472720
3054,4742624,3597,40316224
2935,4659192,3510,39273480
2849,4633504,3362,37601024
2898,4673760,3477,38916520
3010,4697592,3437,38485080
2852,4631064,3257,36288728
2457,4470712,2892,31921504
2965,4607832,3354,37503184
2788,4563752,3240,36253000
2865,4628720,3315,37146104
2702,4541352,3126,34919336
2906,4640784,3338,37390520
2934,4650392,3335,37359184
2941,4700968,3318,37133632
2925,4628504,3348,37501160
2648,4596992,3037,33732272
2545,4566528,2898,32160400
2736,4585296,3154,35271992
2955,4654080,3370,37722000
2906,4697032,3388,38014624
2984,4702792,3440,38378640
3017,4694016,3428,38430344
2890,4647808,3391,37779664
2937,4696720,3461,38588456
2861,4653768,3407,37877640
2743,4616240,3317,36748680
3104,4713448,3717,41445072
NaN,NaN,NaN,NaN
2903,4688648,3453,38432016
2915,4700864,3457,38521224
2728,4870496,3392,37544696
2760,4623120,3588,39982296
2831,4664800,3485,38755096
2388,4608008,5320,59920440
2541,4568600,4496,50545952
2828,4704200,4470,50412688
2341,4524424,3917,43840400
2446,4506232,3173,35357696
2869,4660960,3598,40397096
2642,4582816,3456,38328648
2564,4561080,3535,39317096
2947,4663928,3529,39428736
2058,4418152,2629,28694776
2603,4547904,3302,36606896
2437,4512264,3104,34383704
2782,4589248,3392,37826984
2435,4534568,3199,35496368
2654,4579912,3606,40296472
2643,4626536,3644,40556776
2589,4556352,3385,37731920
3122,4727808,4017,45068256
3014,4731224,3582,40022912
2667,4609248,3640,40760616
3535,5019368,5224,59294488
3246,4954448,4873,55172616
2605,4634712,4063,45530776
3054,4840880,4387,49469064
3030,4712456,4112,46340616
2696,4637528,3773,42380200
2338,4506592,3414,38134336
2578,4609688,3672,41121512
2255,4524880,3218,35689800
2610,4613944,3611,40355264
3072,4742664,4235,47763712
2718,4650288,3728,41887120
NaN,NaN,NaN,NaN
2194,4484792,3201,35546960
2573,4580400,3602,40174880
2527,4624384,3617,40361336
2943,4679568,4028,45319616
1888,4370008,2726,29950976
1574,4327432,2589,28202968
3168,5003680,5790,65789160
2254,4608688,4120,46245480
2365,4622616,4429,49799744
2152,4576832,3781,42238608
2063,4541504,3615,40324392
1913,4433712,3202,35422032
2191,4595936,3972,44532448
1837,4397216,3162,35104416
1884,4438392,3111,34449496
1858,4820192,3135,34357576
1759,4562312,2949,32411888
1509,4276568,2462,26841912
844,4001448,1290,13022512
892,3993248,1434,14800288
959,4040488,1335,13548736
1139,4114192,1442,14825664
2032,4455872,3099,34249696
1567,4321656,2326,25209136
1572,4309424,2245,24148184
1641,4315448,2467,26865264
1442,4228104,2111,22771408
1681,4332504,2566,28045568
1628,4334376,2518,27528168
1560,4291224,2451,26670960
1585,4312960,2483,27056040
1359,4169176,2005,21438808
1423,4242056,1933,20626808
1410,4212280,1919,20515648
1571,4277896,2389,26068264
1455,4254552,2073,22301952
1533,4279240,2260,24543216
1602,4298136,2325,25277776
2072,4524912,3025,33357504
1869,4431576,2242,23921736
1111,4086856,1036,10050040
NaN,NaN,NaN,NaN
1148,4050840,1075,10584512
1186,4150784,1096,10716016
1179,4114376,1081,10558672
1168,4430144,1035,9908136
1144,4101232,1072,10479080
1149,4098832,1059,10379144
1069,4052680,992,9472624
1099,4072936,1029,9959208
1124,4064304,1030,9995264
1087,4075848,999,9722984
1159,4089304,1076,10540344
1137,4062856,1061,10386320
1119,4177608,1041,10112472
1135,4256152,1031,9859312
1119,4083160,1027,9976184
629,3900304,500,3847152
1712,4310584,1624,16883936
1594,4270736,1537,15868512
1187,4116104,1116,10961480
1028,4033576,928,8814504
1041,4033480,944,9052192
1064,4045784,957,9253520
1020,4028504,917,8732824
1792,4422552,2909,32000776
2702,4886480,5784,65673096
2693,4883184,6150,69881568
2390,4764216,5941,67625536
2464,4799216,5669,64304568
